StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Unnamed: 12
6818.0,,One,3.0,,81.0,4.5,No,No,72.0,76.0, P ,
9528.0,-6.8,,2.0,,78.0,4.4,True,No,55.0,, Yes ,
2131.0,8.1,,,0.0,70.0,4.8,No,Yes,78.0,86.0, Placed ,
8954.0,approx 8.4,,3.0,2.0,87.0,4.6,Yes,,83.0,87.0, Placed ,
4558.0,8.6,2.0,,1.0,90.0,4.3,,Yes,,82.0, Placed ,
884.0,,1.0,2.0,0.0,77.0,3.7,F,,,, NotPlaced ,
4795.0,6.5,1.0,1.0,,-1,4.4,yes,Yes,61.0,73.0, NotPlaced ,
2551.0,7.6,2.0,3.0,0.0,78.0,,False,Yes,72.0,84.0,,
3507.0,6.5,,1.0,0.0,79.0,4.3,T,No,,62.0,,
7836.0,6.5,One,1.0,0.0,78.0%,4.4,1,Yes,66.0,74.0, Idle ,
2212.0,85.0,0.0,,,90.0,4.8,0,No,61.0,75.0, PLACED ,
720.0,8.3,,2.0,,90.0,,Yes,Yes,81.0,81.0, PLACED ,
,82.0,,3.0,2.0,86.0,,,Yes,77.0,83.0,,
7152.0,6.5,2.0,1.0,,81.0,,,No,55.0,68.0, NotPlaced ,
2376.0,,1.0,1.0,,77.0,,N,,55.0,, Unplaced ,
111.0,8.0,One,,3.0,84.0,4.0,0,Yes,,61.0, No ,
2290.0,,One,2.0,1.0,80.0,4.2,Yes,No,77.0,69.0, PLACED ,
1401.0,,2.0,,2.0,,4.8,Yes,Yes,79.0,85.0, NP ,
,8.5,0.0,3.0,,90.0,4.7,Yes,,81.0,,,
9169.0,7.3,0.0,,1.0,70.0,,0,,56.0,76.0, Placed ,
,7.4,One,,0.0,60.0,4.3,No,,61.0,75.0, PLACED ,
1299.0,,1.0,1.0,0.0,78.0,4.0,N,No,,71.0, Placed ,
8906.0,,1.0,1.0,1.0,Score: 79.0,4.7,Yes,Yes,59.0,64.0,,
4291.0,6.5,,1.0,0.0,74.0,4.2,yes,,57.0,, NotPlaced ,
9796.0,8.1/10,2.0,,2.0,90.0,,1,Yes,75.0,82.0,,
6885.0,7.4,One,1.0,,,4.3,,No,55.0,68.0, Unemployed ,
,,1.0,,,85.0%,,,,56.0,, Job ,
1374.0,,0.0,,1.0,79.0,4.3,Yes,Yes,57.0,68.0, NotPlaced ,
6582.0,7.9,Zero,1.0,0.0,89.0,4.8,No,Yes,,85.0, Unplaced ,
778.0,,2.0,3.0,2.0,90.0,,Yes,Yes,84.0,86.0,,
4973.0,8.5,2.0,,0.0,-1,4.8,yes,No,55.0,72.0,,
3696.0,-7.3,1.0,3.0,1.0,,4.5,no,Yes,79.0,78.0,,
8353.0,8.1,2.0,3.0,0.0,81.0,4.7,no,Yes,,83.0, Employed ,
,,,,0.0,-1,4.7,No,No,,87.0,,
9109.0,,One,1.0,1.0,66.0,4.0,No,Yes,60.0,73.0,,
,7.7,,3.0,1.0,Score: 89.0,4.6,False,Yes,61.0,84.0, placed ,
2037.0,77.0,,1.0,1.0,82.0,4.6,,,66.0,82.0, P ,
,7.7/10,,,,83.0,4.7,1,Yes,83.0,86.0, Yes ,
4345.0,6.5,0.0,1.0,0.0,65.0,4.1,,,55.0,, Placed ,
8543.0,7.4,,2.0,1.0,90.0,4.4,no,,81.0,86.0,,
,,,3.0,2.0,,4.8,no,Yes,84.0,87.0, Placed ,
4606.0,7.6,1.0,2.0,,,,Yes,,,, NotPlaced ,
9242.0,8.1,Two,,2.0,88.0%,4.8,,Yes,74.0,81.0, Unplaced ,
4810.0,approx 7.5,1.0,1.0,0.0,71.0,3.6,Yes,No,61.0,71.0,,
1018.0,6.5,1.0,1.0,,70.0,4.2,,No,55.0,59.0, NotPlaced ,
7461.0,,1.0,1.0,1.0,71.0%,,,Yes,,69.0, NotPlaced ,
9726.0,-7.7,1.0,1.0,1.0,Score: 61.0,,No,No,68.0,61.0, NotPlaced ,
2341.0,6.6,1.0,1.0,0.0,Score: 69.0,4.2,F,Yes,55.0,69.0, NotPlaced ,
8574.0,6.7,One,,1.0,75.0,,No,No,,71.0, NotPlaced ,
1974.0,6.5,,1.0,0.0,85.0%,3.7,T,No,60.0,74.0,,
,missing,2.0,3.0,,84.0,4.4,,,83.0,84.0,,
1258.0,7.5/10,,2.0,,70.0,4.2,yes,,71.0,67.0, Placed ,
5165.0,6.5,1.0,3.0,1.0,86.0,4.5,,Yes,,82.0, Yes ,
8785.0,7.9,1.0,1.0,,72.0,4.8,Yes,No,,69.0,,
3634.0,7.9,Two,3.0,2.0,82.0,4.6,True,No,72.0,87.0, Employed ,
7144.0,8.2,2.0,,,-1,4.8,,No,,86.0, Placed ,
8599.0,-7.2,,,2.0,,4.7,Yes,,,87.0, P ,
7874.0,7.9,One,2.0,,87.0,,No,No,80.0,88.0,,
,8.3,1.0,2.0,2.0,85.0,4.6,False,Yes,72.0,88.0, PLACED ,
2151.0,7.5,One,1.0,1.0,,4.8,No,Yes,56.0,66.0,,
3718.0,8.7,One,1.0,1.0,70.0,,T,No,68.0,60.0, Job ,
,7.6,0.0,2.0,0.0,,4.4,1,No,59.0,61.0, placed ,
,8.3,,3.0,,79.0,4.4,,Yes,83.0,, No ,
5689.0,8.3,Zero,,2.0,,4.4,,No,,87.0,,
247.0,8.4,0.0,,1.0,85.0,4.3,Y,Yes,62.0,81.0,,
3126.0,8.3,,3.0,1.0,87.0%,4.4,False,Yes,59.0,83.0, Yes ,
4920.0,8.0/10,0.0,3.0,1.0,,4.4,Yes,Yes,83.0,79.0, PLACED ,
9846.0,,2.0,,2.0,90.0,4.8,T,Yes,81.0,, Employed ,
9026.0,8.6,,3.0,2.0,82.0,4.8,True,Yes,90.0,85.0, Idle ,
1354.0,8.1/10,,3.0,1.0,82.0,4.8,Yes,Yes,82.0,, No ,
3263.0,8.6,1.0,2.0,2.0,80.0,4.8,no,Yes,73.0,, Placed ,
5432.0,,One,2.0,1.0,,4.8,Yes,Yes,77.0,85.0, NotPlaced ,
38.0,8.2,1.0,2.0,2.0,,4.2,yes,Yes,72.0,72.0, PLACED ,
850.0,8.3/10,Two,1.0,0.0,,,,No,74.0,86.0,,
3016.0,6.5,1.0,1.0,1.0,71.0,4.1,T,No,56.0,70.0,,
,6.9,One,,,81.0,4.5,Yes,Yes,81.0,68.0, Placed ,
5813.0,8.2,0.0,3.0,2.0,89.0,4.3,T,No,85.0,84.0, PLACED ,
7526.0,81.0,,3.0,0.0,89.0,,No,No,81.0,67.0, Placed ,
453.0,7.6,0.0,2.0,0.0,-1,4.2,No,Yes,55.0,70.0,,
4271.0,,2.0,1.0,,85.0,4.2,no,Yes,,70.0, No ,
4664.0,,1.0,,1.0,63.0,3.7,F,Yes,,73.0, NP ,
8242.0,,0.0,3.0,1.0,80.0,4.8,yes,,,67.0, Not Placed ,
9422.0,,,,1.0,77.0,4.2,N,,65.0,67.0, NotPlaced ,
,,1.0,2.0,,-1,4.8,no,Yes,69.0,85.0, Yes ,
2439.0,,0.0,2.0,0.0,76.0%,4.5,F,Yes,72.0,85.0, No ,
8684.0,8.1,,3.0,,75.0,4.5,,Yes,71.0,68.0, placed ,
,7.6,,1.0,0.0,,4.3,0,,71.0,64.0, NotPlaced ,
,-7.2,0.0,1.0,0.0,60.0,3.8,0,No,55.0,, Employed ,
3857.0,8.5,2.0,3.0,2.0,90.0,4.8,,Yes,78.0,87.0,,
4252.0,8.3,1.0,,2.0,87.0,4.8,Yes,Yes,73.0,85.0, Placed ,
4460.0,8.1,0.0,,0.0,-1,4.0,No,No,,68.0,,
6884.0,,2.0,3.0,3.0,88.0%,4.8,Yes,,78.0,84.0, Idle ,
4190.0,,1.0,3.0,1.0,88.0,4.8,False,Yes,63.0,81.0, P ,
,6.5,One,1.0,0.0,76.0,3.9,no,,57.0,, NP ,
,7.5,1.0,3.0,1.0,87.0,4.6,,Yes,81.0,86.0,,
,6.5,1.0,,1.0,77.0%,4.1,Yes,Yes,72.0,, PLACED ,
9247.0,6.5,0.0,2.0,2.0,74.0,4.3,Yes,Yes,82.0,70.0, P ,
,7.6,1.0,1.0,1.0,72.0,4.6,True,Yes,78.0,66.0,,
324.0,8.2,Zero,2.0,,,4.1,,No,,70.0,,
3157.0,6.5,0.0,1.0,,71.0,,,Yes,66.0,66.0, Idle ,
,7.8/10,2.0,2.0,1.0,,4.6,0,No,79.0,71.0, NotPlaced ,
,65.0,1.0,2.0,0.0,83.0,4.5,no,No,69.0,, NotPlaced ,
9561.0,8.4,2.0,3.0,2.0,90.0,4.1,Y,Yes,78.0,83.0, PLACED ,
2253.0,7.7,One,,1.0,,4.6,N,Yes,72.0,, placed ,
9190.0,8.5,2.0,3.0,,84.0,4.5,,,74.0,86.0, NotPlaced ,
6299.0,,,,1.0,87.0,4.2,No,Yes,76.0,, Idle ,
6491.0,7.7,,3.0,2.0,90.0,4.8,Yes,Yes,86.0,, Unplaced ,
6587.0,7.4,1.0,2.0,1.0,67.0,,,Yes,,67.0, Idle ,
4807.0,7.8,,3.0,2.0,88.0,4.6,False,No,76.0,, Placed ,
,,,3.0,,90.0,4.8,True,Yes,82.0,72.0, Placed ,
,8.4,1.0,3.0,2.0,90.0,4.8,,,69.0,82.0, Yes ,
7277.0,6.5,2.0,3.0,2.0,87.0,4.8,True,,71.0,84.0, Placed ,
,8.1/10,0.0,2.0,,,4.3,No,Yes,,78.0, NotPlaced ,
4646.0,82.0,Two,3.0,2.0,85.0%,,Yes,Yes,85.0,81.0, P ,
7275.0,-7.6,1.0,1.0,0.0,,3.4,,No,55.0,, P ,
,6.5,1.0,2.0,0.0,-1,,,No,64.0,, NotPlaced ,
569.0,7.5,,1.0,1.0,71.0,,No,No,57.0,68.0, PLACED ,
4796.0,7.4,1.0,2.0,,79.0,4.2,N,Yes,79.0,,,
7539.0,7.5,1.0,1.0,1.0,66.0,4.0,Yes,Yes,61.0,72.0, NotPlaced ,
,8.2,,1.0,0.0,81.0,4.4,,No,,, P ,
,8.4,Two,3.0,,-1,,no,Yes,87.0,83.0,,
9670.0,7.7,1.0,3.0,2.0,Score: 74.0,4.2,,Yes,55.0,, NotPlaced ,
5352.0,8.3,1.0,3.0,2.0,81.0,,,Yes,,86.0, NotPlaced ,
5795.0,8.5,1.0,3.0,0.0,Score: 85.0,,True,Yes,79.0,81.0, Placed ,
9349.0,8.3,Two,1.0,,-1,4.3,Yes,No,64.0,64.0,,
7601.0,7.3,1.0,1.0,,,,0,Yes,59.0,58.0, Placed ,
3420.0,,2.0,1.0,1.0,87.0,4.1,Yes,,55.0,, PLACED ,
,84.0,1.0,3.0,2.0,90.0,,Yes,Yes,88.0,84.0,,
5636.0,6.6,0.0,2.0,0.0,-1,3.3,1,Yes,57.0,65.0,,
2940.0,8.2,,2.0,2.0,90.0,4.7,no,Yes,83.0,87.0,,
7912.0,7.6,1.0,2.0,,68.0,4.0,,Yes,70.0,65.0, placed ,
,7.8,1.0,3.0,0.0,82.0,3.9,N,No,55.0,83.0, Unemployed ,
2274.0,6.5,Two,2.0,2.0,79.0,4.4,no,No,80.0,71.0, Placed ,
4428.0,,,,0.0,72.0,,yes,Yes,55.0,69.0, Employed ,
9257.0,8.2,2.0,3.0,2.0,90.0,4.8,1,Yes,81.0,87.0, Unplaced ,
8620.0,,1.0,,,90.0,4.8,,Yes,71.0,,,
4919.0,8.5,2.0,1.0,0.0,,4.5,Yes,,,82.0, Placed ,
5406.0,-8.4,0.0,0.0,2.0,,,yes,Yes,81.0,84.0, Placed ,
4378.0,8.3,One,2.0,0.0,70.0,4.8,,Yes,83.0,82.0, Yes ,
4450.0,8.2,1.0,3.0,2.0,79.0,4.8,,Yes,71.0,82.0,,
6544.0,6.5/10,1.0,2.0,,68.0,4.5,Yes,Yes,69.0,71.0, Not Placed ,
8915.0,76.0,1.0,1.0,1.0,75.0%,3.6,,Yes,59.0,62.0,,
3297.0,8.3,1.0,3.0,2.0,85.0,4.2,False,Yes,73.0,83.0, Placed ,
3710.0,,2.0,3.0,,,4.1,,,88.0,71.0, PLACED ,
9350.0,7.8,Two,3.0,,90.0,4.8,Y,Yes,86.0,82.0, Job ,
2448.0,7.8,0.0,1.0,0.0,Score: 67.0,4.1,,,59.0,69.0, NotPlaced ,
5078.0,7.3,One,,0.0,65.0,3.9,,No,69.0,67.0, NotPlaced ,
1442.0,6.6,,,0.0,81.0,4.8,Yes,Yes,70.0,85.0, NotPlaced ,
,,0.0,2.0,3.0,71.0,,,No,82.0,74.0, No ,
886.0,,0.0,,0.0,78.0,4.5,No,Yes,55.0,68.0, Job ,
,,,1.0,1.0,84.0,4.0,yes,Yes,,81.0, Yes ,
7957.0,6.7,0.0,1.0,,-1,3.7,No,No,,67.0,,
4136.0,7.9,,,2.0,,4.2,,Yes,56.0,68.0, Placed ,
,approx 8.3,2.0,3.0,2.0,79.0,4.7,N,Yes,72.0,69.0, Unplaced ,
9840.0,6.8,0.0,2.0,0.0,,4.2,T,No,55.0,69.0, No ,
1259.0,,2.0,3.0,,86.0%,,Yes,Yes,,86.0, P ,
3436.0,7.9,2.0,3.0,2.0,,4.4,,Yes,,76.0, Idle ,
3951.0,8.2,2.0,3.0,2.0,-1,4.8,Yes,,83.0,85.0, NP ,
9494.0,8.5/10,2.0,3.0,2.0,,4.6,False,Yes,81.0,76.0, No ,
5448.0,8.4,,3.0,2.0,89.0%,4.6,N,Yes,87.0,84.0,,
9064.0,-8.0,0.0,2.0,1.0,89.0,4.3,No,Yes,55.0,75.0, NP ,
6824.0,7.8,1.0,1.0,,71.0,4.1,F,Yes,77.0,, Placed ,
3177.0,6.8,1.0,,0.0,,4.1,True,Yes,57.0,65.0, NotPlaced ,
222.0,,2.0,3.0,2.0,86.0,4.8,0,Yes,62.0,83.0,,
6476.0,8.4,One,,2.0,77.0,4.5,,,68.0,83.0, NotPlaced ,
5002.0,,2.0,3.0,2.0,,4.5,No,,74.0,85.0, P ,
5300.0,6.6/10,1.0,1.0,,71.0,4.5,,Yes,,70.0, Unplaced ,
2938.0,8.3,One,3.0,2.0,90.0,4.8,1,Yes,,84.0, Placed ,
,8.1,Zero,1.0,,71.0,3.6,True,No,69.0,, NotPlaced ,
5143.0,-7.6,,,0.0,78.0,3.9,False,No,,69.0, Placed ,
3945.0,7.7,1.0,1.0,,,,no,No,61.0,84.0, NotPlaced ,
7795.0,8.2,2.0,3.0,2.0,,4.8,yes,,83.0,82.0,,
571.0,,Zero,3.0,2.0,90.0,4.7,Yes,Yes,81.0,82.0, Placed ,
6590.0,,1.0,1.0,1.0,Score: 88.0,,No,Yes,68.0,77.0, Employed ,
963.0,approx 6.6,0.0,1.0,1.0,67.0,4.5,,No,65.0,71.0,,
3516.0,7.6/10,1.0,2.0,0.0,75.0,3.5,No,Yes,61.0,76.0,,
3702.0,8.0,One,1.0,0.0,-1,,False,Yes,65.0,, Not Placed ,
4863.0,67.0,Zero,,,80.0,3.1,no,Yes,55.0,63.0, NotPlaced ,
8142.0,7.4,2.0,1.0,,,4.1,No,No,55.0,71.0, Idle ,
1963.0,8.4/10,2.0,3.0,2.0,90.0,,Yes,Yes,79.0,84.0, Placed ,
,7.6,1.0,1.0,0.0,66.0,4.1,No,Yes,62.0,, NotPlaced ,
911.0,7.8,2.0,3.0,,82.0,4.3,True,,72.0,, Placed ,
8647.0,7.3,Zero,1.0,1.0,69.0,,Yes,Yes,,, NotPlaced ,
8756.0,-7.5,2.0,1.0,0.0,69.0,4.5,Yes,,71.0,, P ,
6450.0,8.5,1.0,3.0,,87.0,4.3,True,Yes,79.0,, P ,
6248.0,missing,Zero,2.0,2.0,,4.1,No,No,55.0,63.0, Job ,
7118.0,7.6,1.0,3.0,1.0,,3.9,Yes,Yes,81.0,66.0, Not Placed ,
5565.0,80.0,2.0,1.0,2.0,Score: 88.0,3.8,0,No,82.0,, NP ,
8494.0,,0.0,3.0,0.0,66.0,3.5,,No,55.0,67.0, P ,
4112.0,missing,Two,3.0,2.0,90.0,4.8,No,Yes,81.0,87.0,,
8894.0,7.9/10,,3.0,2.0,Score: 90.0,4.8,Yes,Yes,81.0,86.0, Placed ,
8841.0,6.5,Zero,1.0,1.0,,,T,No,,69.0, No ,
4790.0,,One,2.0,1.0,74.0,3.9,False,Yes,77.0,,,
3303.0,6.5,1.0,1.0,1.0,76.0,4.6,yes,Yes,60.0,, NotPlaced ,
,missing,,1.0,,68.0,4.3,No,Yes,55.0,63.0, Placed ,
,,1.0,1.0,0.0,69.0,3.8,T,Yes,61.0,64.0,,
7005.0,,,1.0,0.0,78.0,3.8,,,55.0,65.0, Idle ,
4506.0,,1.0,3.0,0.0,,,yes,Yes,72.0,, placed ,
6637.0,7.6,,,1.0,71.0,4.8,,Yes,,74.0, Employed ,
,7.7,,2.0,0.0,82.0,4.3,Y,No,90.0,76.0,,
2846.0,,1.0,3.0,,64.0,4.6,Yes,No,71.0,64.0, P ,
6496.0,,,1.0,1.0,78.0,4.2,,No,DATA_SHIFT_ERROR,55.0, NotPlaced ,
7966.0,7.3,One,,1.0,68.0,,F,,62.0,71.0, Yes ,
,,One,2.0,0.0,90.0,4.0,,,81.0,79.0, PLACED ,
5260.0,,,,1.0,,,,Yes,57.0,69.0,,
7507.0,7.5,,1.0,0.0,74.0,,No,Yes,,68.0,,
4182.0,7.9,Two,3.0,,90.0,4.8,,Yes,82.0,88.0, Placed ,
4955.0,7.4,One,,,71.0,3.5,No,No,74.0,64.0, No ,
5313.0,7.9,,,1.0,89.0,4.8,Y,Yes,,86.0, Employed ,
,7.6,1.0,1.0,1.0,70.0,4.5,,,62.0,, Employed ,
3084.0,8.7,,3.0,1.0,,4.8,False,,76.0,81.0,,
5902.0,6.9,Zero,3.0,0.0,89.0,4.4,1,Yes,,83.0, Job ,
4709.0,-8.0,Two,,2.0,77.0,4.8,no,No,76.0,80.0, No ,
,,1.0,1.0,1.0,79.0,,Yes,,83.0,78.0, Not Placed ,
7091.0,8.0,0.0,3.0,2.0,81.0,4.5,,Yes,85.0,88.0, No ,
4893.0,8.6,1.0,,3.0,76.0,4.7,True,,81.0,80.0, PLACED ,
2615.0,7.7,0.0,1.0,1.0,72.0,3.8,Yes,Yes,,68.0, Placed ,
7218.0,6.5,1.0,1.0,0.0,74.0,3.5,True,,64.0,69.0, placed ,
9395.0,7.7,0.0,2.0,,-1,4.0,T,,,, NotPlaced ,
,7.6,0.0,,0.0,65.0%,3.4,No,No,,72.0, NotPlaced ,
1428.0,-8.2,One,3.0,2.0,90.0,4.5,,Yes,75.0,85.0, Unplaced ,
4752.0,7.1,1.0,1.0,1.0,,,T,Yes,,,,
8880.0,8.4,1.0,3.0,0.0,Score: 81.0,3.6,no,,78.0,86.0,,
1301.0,,Two,3.0,2.0,80.0,4.2,F,Yes,,87.0,,
3228.0,,Two,3.0,3.0,90.0,,No,Yes,90.0,83.0, Idle ,
5055.0,6.5,0.0,1.0,0.0,-1,,,Yes,71.0,65.0, NotPlaced ,
7986.0,7.3,0.0,1.0,3.0,81.0,4.8,Y,Yes,76.0,87.0, PLACED ,
6783.0,7.7,0.0,1.0,,-1,4.4,False,Yes,56.0,61.0, Placed ,
1392.0,7.7/10,0.0,1.0,0.0,Score: 71.0,4.2,Yes,No,60.0,71.0, Unemployed ,
2780.0,8.1,Two,3.0,,82.0,,No,Yes,72.0,,,
3005.0,,2.0,3.0,2.0,90.0,4.8,,,89.0,86.0, Placed ,
3019.0,7.6,Two,2.0,2.0,81.0,4.3,No,Yes,,82.0, Placed ,
5181.0,7.7,1.0,1.0,0.0,70.0,4.8,No,Yes,55.0,73.0,,
4324.0,8.2,0.0,1.0,0.0,69.0,4.8,F,Yes,80.0,66.0, Unplaced ,
8670.0,6.6,1.0,3.0,2.0,90.0,4.6,,Yes,,65.0, NP ,
,7.4,1.0,1.0,0.0,72.0,,0,No,64.0,63.0, NotPlaced ,
7650.0,8.3,1.0,3.0,,-1,3.4,No,Yes,77.0,85.0, NP ,
6503.0,68.0,1.0,1.0,0.0,,3.9,yes,No,,61.0,,
5626.0,7.8,Two,3.0,2.0,90.0,4.8,True,Yes,85.0,85.0, Unplaced ,
8297.0,7.6,Zero,,1.0,83.0,3.4,T,Yes,55.0,64.0,,
3776.0,7.4,One,1.0,,-1,4.0,No,Yes,63.0,69.0, NotPlaced ,
,8.3,One,1.0,0.0,70.0,4.6,Yes,Yes,79.0,84.0, Idle ,
4777.0,8.1,One,3.0,,90.0,4.7,True,Yes,,,,
2808.0,,1.0,2.0,1.0,81.0,4.8,Yes,Yes,81.0,82.0, Employed ,
,missing,One,1.0,0.0,Score: 74.0,4.1,No,,55.0,59.0, NotPlaced ,
967.0,,1.0,1.0,1.0,63.0,,Y,Yes,55.0,,,
4971.0,7.5,One,,0.0,63.0,4.5,F,Yes,59.0,58.0, Not Placed ,
6423.0,8.2,One,3.0,0.0,-1,4.7,,Yes,55.0,70.0, placed ,
2762.0,,Zero,3.0,2.0,87.0,,,Yes,83.0,81.0, Job ,
6387.0,6.5,,1.0,0.0,69.0,4.4,False,No,57.0,66.0, NotPlaced ,
5909.0,,,2.0,3.0,-1,,,Yes,,86.0, Employed ,
211.0,missing,1.0,2.0,1.0,82.0%,4.7,1,Yes,77.0,84.0,,
2411.0,8.4,0.0,3.0,0.0,80.0,,,Yes,82.0,,,
,8.2,0.0,3.0,0.0,-1,4.3,1,Yes,79.0,86.0, P ,
1518.0,7.8,One,3.0,0.0,-1,3.7,,No,75.0,63.0, P ,
6508.0,7.1,One,1.0,1.0,76.0,4.3,No,,78.0,71.0, Placed ,
637.0,,,,0.0,,4.4,,Yes,,82.0, NP ,
5594.0,8.7,,3.0,2.0,,,,,70.0,87.0,,
52.0,,1.0,3.0,0.0,,4.1,Yes,No,66.0,65.0, PLACED ,
7852.0,,0.0,,1.0,72.0,4.3,0,Yes,60.0,72.0,,
459.0,7.4,,2.0,0.0,73.0,4.3,No,Yes,,68.0,,
8888.0,8.3,1.0,,2.0,Score: 85.0,4.6,Yes,Yes,75.0,81.0, NP ,
1786.0,,One,1.0,0.0,89.0,3.9,No,Yes,62.0,73.0, NP ,
908.0,6.8,,,2.0,82.0,3.9,N,Yes,61.0,66.0, Unemployed ,
7940.0,7.6,1.0,2.0,,72.0,4.4,No,,74.0,73.0, NotPlaced ,
223.0,7.5,One,2.0,0.0,86.0,3.8,No,No,55.0,,,
3103.0,7.6,One,1.0,1.0,81.0,4.5,False,Yes,63.0,, NotPlaced ,
2764.0,8.0,Zero,3.0,1.0,86.0,4.3,1,Yes,75.0,,,
5615.0,8.3,1.0,1.0,2.0,,,no,Yes,55.0,,,
5299.0,missing,1.0,3.0,0.0,80.0,4.7,,Yes,79.0,, Placed ,
709.0,7.7,,3.0,2.0,78.0,4.8,,No,,69.0, Employed ,
2969.0,8.1,1.0,2.0,,,4.5,no,Yes,78.0,84.0, Placed ,
338.0,7.2,1.0,2.0,0.0,Score: 83.0,4.5,No,Yes,74.0,69.0,,
8080.0,6.7,1.0,2.0,2.0,-1,4.1,Yes,No,79.0,70.0, NotPlaced ,
5346.0,,1.0,1.0,0.0,79.0,4.0,No,No,55.0,70.0, NotPlaced ,
9455.0,approx 8.4,,3.0,2.0,86.0,4.3,1,,76.0,, PLACED ,
858.0,6.5,0.0,3.0,2.0,,4.8,False,Yes,82.0,, NP ,
3767.0,6.9,0.0,2.0,1.0,78.0,4.1,No,Yes,,64.0, NotPlaced ,
696.0,7.1,2.0,,,90.0,,Yes,Yes,77.0,87.0, Idle ,
9494.0,8.5/10,2.0,3.0,2.0,,4.6,False,Yes,81.0,76.0, No ,
,7.5,,3.0,0.0,77.0%,,F,No,,, NotPlaced ,
,8.2,1.0,3.0,2.0,Score: 82.0,4.5,1,Yes,,81.0,,
3485.0,77.0,Zero,,0.0,76.0,4.7,Y,No,,81.0, No ,
165.0,6.5,,1.0,2.0,,4.3,Yes,,62.0,, PLACED ,
,,One,1.0,1.0,75.0%,,F,No,61.0,72.0, Not Placed ,
5873.0,missing,,1.0,0.0,66.0,4.0,No,No,61.0,, NP ,
,7.4,Two,,3.0,-1,3.9,yes,No,61.0,57.0, Yes ,
8607.0,,,1.0,1.0,Score: 68.0,4.4,Yes,No,60.0,60.0, Idle ,
,7.6,0.0,2.0,0.0,,4.4,1,No,59.0,61.0, placed ,
5546.0,8.2,1.0,3.0,2.0,90.0,4.8,0,Yes,85.0,, Job ,
,8.4,One,3.0,0.0,73.0,,,Yes,72.0,73.0, P ,
3830.0,7.8,Two,3.0,2.0,90.0,4.8,N,,,83.0, Placed ,
,8.8,2.0,3.0,2.0,90.0,,,Yes,80.0,, NotPlaced ,
8341.0,7.5,0.0,1.0,0.0,,3.6,N,No,71.0,, Placed ,
3290.0,approx 7.4,1.0,,1.0,66.0,4.2,F,,,62.0, No ,
2484.0,86.0,One,,0.0,83.0%,4.8,,Yes,81.0,86.0, Placed ,
4281.0,approx 7.7,,2.0,1.0,81.0,,yes,,82.0,, P ,
6337.0,7.8/10,1.0,2.0,2.0,90.0,4.8,,Yes,,80.0, Idle ,
7534.0,6.5,Two,3.0,2.0,-1,3.8,,Yes,66.0,80.0, Placed ,
4914.0,,0.0,3.0,2.0,78.0,4.2,,Yes,81.0,86.0,,
9994.0,6.6,One,1.0,1.0,Score: 71.0,4.5,,,,73.0,,
320.0,7.5,1.0,1.0,,-1,4.5,yes,,64.0,68.0, Idle ,
,7.5,,1.0,,,4.4,yes,,,, NotPlaced ,
7499.0,6.5,,,1.0,70.0,,N,,,66.0,,
2280.0,,Two,3.0,2.0,87.0,,Yes,Yes,71.0,85.0, Employed ,
8663.0,8.5,Zero,3.0,0.0,-1,4.4,F,,82.0,,,
3516.0,7.6/10,1.0,2.0,0.0,75.0,3.5,No,Yes,61.0,76.0,,
9087.0,missing,Zero,,0.0,Score: 67.0,3.3,no,Yes,55.0,69.0, NotPlaced ,
9882.0,approx 7.5,One,1.0,0.0,,3.2,No,No,57.0,, NotPlaced ,
3184.0,,,,2.0,-1,4.8,1,Yes,77.0,88.0,,
9007.0,7.5,,3.0,2.0,,4.8,N,Yes,68.0,, NotPlaced ,
7191.0,7.8,2.0,,2.0,90.0%,4.8,yes,,87.0,84.0,,
,,1.0,,,89.0%,,N,Yes,55.0,, Yes ,
3655.0,,Two,,,83.0,,F,,81.0,66.0, Yes ,
,8.0,1.0,3.0,,90.0,4.8,T,Yes,,87.0, NP ,
1154.0,,,2.0,1.0,76.0,,1,,55.0,74.0,,
5496.0,,,2.0,,Score: 79.0,,0,No,55.0,84.0, P ,
8918.0,8.2,,1.0,3.0,84.0%,4.8,,Yes,,69.0, placed ,
3034.0,7.4/10,One,1.0,,,4.0,No,No,55.0,70.0, Placed ,
750.0,,One,1.0,0.0,72.0,4.1,Y,Yes,55.0,63.0, NotPlaced ,
7684.0,8.2,Two,3.0,1.0,90.0,3.9,Yes,Yes,76.0,, Placed ,
1331.0,7.5,0.0,,,,3.7,True,No,55.0,67.0, Not Placed ,
1787.0,7.5,One,3.0,0.0,88.0,4.8,,No,82.0,, Placed ,
,,,2.0,2.0,83.0,4.5,,Yes,77.0,,,
8909.0,-8.6,One,3.0,2.0,87.0,4.8,Yes,,82.0,88.0, Placed ,
,7.9,,,0.0,75.0,4.1,Yes,No,75.0,74.0,,
,,1.0,,1.0,70.0,4.6,yes,No,62.0,67.0, No ,
5079.0,6.5,1.0,1.0,,64.0,4.4,Yes,No,57.0,61.0,,
4457.0,,,3.0,2.0,90.0,4.3,,Yes,63.0,88.0, P ,
7950.0,,1.0,3.0,1.0,90.0,4.5,,Yes,88.0,, P ,
,7.6,2.0,2.0,2.0,83.0,4.8,T,Yes,71.0,85.0, Placed ,
